review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-54017820,2023-12-29,Deputy General Manager Project,Jio,Bangalore Rural,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work culture and process oriented. ,"1. Increment and PLI disbursement cycle is not fixed, it varies every year.
2. Recommended 6 days a week working days."
review-51282908,2023-10-17,Assistant Manager,Jio,Sikar,3,2.0,2.0,3.0,3.0,2.0,3.0,3.0,Salary credited on timely. Thanks JIO. ,Medical policy not good as compared to other indian medical policy due to high cost and benefits other market policies. CTC salary and in hand salary deduction very high. 5 Days working in all telecom operator's apart from JIO.
review-53977306,2023-12-28,Senior Executive,Jio,Nagda,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance company is the best among all the telecom sectors and the way of working in it is very good and it also provides all the facilities for self and family. ,No
review-53753640,2023-12-22,Senior Manager,Jio,Pune,5,2.0,3.0,3.0,4.0,4.0,4.0,3.0,"> Medical Facility and assistance provide as per policy and support from state medical team NHQ SME.
> ","> 7 days working
> Behaviour of NHQ EMP with state.
> PLI system.
>"
review-59100480,2024-07-26,Jdss,Jio,Nabadwip,2,1.0,3.0,2.0,2.0,1.0,4.0,2.0,The experience was not that good but still it is a decent job ,Like work pressure
review-54015114,2023-12-29,HR BP,Jio,Navi Mumbai,5,4.0,4.0,4.0,4.0,4.0,4.0,5.0,"Colleagues are supportive and encouraging. 
Seniors are supportive ",Nothing in specific. Everything has its ups and downs.
review-50541102,2023-10-05,Deputy Manager,Jio,Chennai,4,4.0,5.0,5.0,5.0,4.0,5.0,5.0,"No issues in learning and growing,  telecom length and breath can be learn in a roof. Working culture also good and have good privacy time to spend on family. Office taken care of employees health by yearly review medical facility. ",Nill
review-59018456,2024-07-23,Trainee,Jio,Ahmedabad,5,2.0,3.0,2.0,3.0,2.0,5.0,4.0,Culture is good and good people ,Hikes are not good as standard.
review-44406896,2023-06-06,Assistant Manager,Jio,Ghaziabad,1,1.0,2.0,1.0,1.0,1.0,4.0,1.0,"Nothing is good in this company, only PROS is medical health insurance which is really very helpful and job security if your performance is at least satisfactory level. 
If you are in your 30s then your carrier will stuck in this company. 
It's company to join after your 40s. ","Working hours is more than 12 
No fix timings for appraisal
2..3 person got promoted in team of average 500 people. 
No any fix criteria for promotion"
review-38516125,2023-07-30,Senior Manager,Jio,Mumbai,1,2.0,1.0,1.0,1.0,3.0,3.0,1.0,Only Brand name is Big . ,"No thought process.
2) poor resources like Cloud Laptop 
3) Low profile work
4) They don't tell you that Saturday is working in state office.
5) Work pressure is very high
6) you might have good title but you have to work on low grade work.
7) You are just a Headcount for them.
8) you have to work from Jio centre.
9) Daily Field work"
review-54463756,2024-01-10,Counsellor,Jio,Kolkata,5,5.0,4.0,5.0,5.0,5.0,4.0,5.0,Good behaviour ,"Nothing is dislike,I like everything"
review-53402932,2023-12-19,Executive,Jio,Tezpur,5,3.0,5.0,3.0,3.0,3.0,5.0,3.0,Salary on time ,"No value for employee
Only work
No appraisal on time
No motivation
No reward and recognition for hard work"
review-50848914,2023-10-11,Home Connect Master Supervisor,Jio,Kolkata,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Nothing ,"Only if I could put 0 star in work life balance, work satisfaction and company culture. Nothing to like at all. In a span of 2 months you are going to see yourself change into a frustated irritated person, feeling jailed, until you find another job."
review-53401384,2023-12-19,Deputy Manager,Jio,Gurgaon / Gurugram,2,2.0,1.0,1.0,1.0,3.0,3.0,1.0,nothing apart from Good air-conditioning in office. ,"6 days working. Time bounded work.
No work from home policy for 1 day also."
review-53404526,2023-12-19,Deputy Manager,Jio,Navi Mumbai,5,2.0,5.0,5.0,4.0,3.0,5.0,5.0,"Campus, skill development, company culture, job security is good ","Appraisals, promotions, salary hikes are poor"
review-53648146,2023-12-21,Deputy Manager,Jio,Brahmapur,5,4.0,4.0,5.0,4.0,5.0,4.0,4.0,"GOOD SUPPORT, FRIENDLY ENVIRONMENT AND ABOVE ALL ALL KINDS OF SUPPORTS PROVIDED TO OUR FAMILY LIKE MEDICAL FACILITY AND OTHER FACILITIES. ",LEAVES ARE VERY LESS
review-53754958,2023-12-22,Senior Engineer,Jio,Mumbai,2,1.0,2.0,2.0,2.0,1.0,4.0,2.0,"job security , excellent medical support ","no salary hike, no amount of effort will get you a promotion or salary hike"
review-55654784,2024-02-18,Associate Consultant,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like to interview freely  and friendly.. ,Nothing make me  dislike in jio.
review-51628900,2023-10-26,Finance Manager,Jio,Rajkot,3,1.0,4.0,3.0,4.0,2.0,4.0,4.0,Hirarchy and job function are cleared but finally boss is always right. ,"No salary increment properly, money motivation is less. You have lots of diversity in work load. Huge work load of all citearia"
review-56423310,2024-04-01,Warehouse Executive,Jio,Jhajjar,4,3.0,3.0,3.0,4.0,3.0,3.0,4.0,Supportive staff ,Promotion are not in this warehouse
review-57826224,2024-06-12,HR Leader,Jio,New Delhi,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No ,"7 day working, no appraisals , no PLI"
review-53515792,2023-12-20,Assistant Manager,Jio,Greater Noida,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I am working in reliance jio form the last 5 years, excellent experience with our senior and learning for career ",Nothing
review-51663818,2023-10-27,Software Development Engineer,Jio,Navi Mumbai,1,1.0,1.0,1.0,1.0,4.0,5.0,1.0,Job security ,"Team management and team leading.
Assignment of different roles anytime as per the requitement and quick changing of roles within months. Clarity on the work that you have to do."
review-57090294,2024-05-16,Area Sales Executive,Jio,Sambhal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Like this company ,Apvdljv jckebd jdvisie. Ievjekev
review-54016046,2023-12-29,Assistant Manager,Jio,Ahmedabad,5,4.0,5.0,2.0,3.0,5.0,4.0,3.0,"EVERYTHING IS GOOD ACCEPT SENIORS,  THEY ONLY PRESSEURISED INSTEAD OF GIVING TECHNIQUES FOR FGROWTH AND FOE BETTER PERFORMANCE ",SENIORS ARE NOT GOOD
review-48047176,2023-08-14,AVP,Jio,Mumbai,2,2.0,2.0,2.0,2.0,2.0,5.0,2.0,"Biggest Infrastructure,  supreme thoughts of Ambani's. Money power. Think and execute before competition. ","Few people dominate entire organisation. Less on Professionalism. Work culture more like givt administration. Less on employee  carrer and professional developments, hence increments and promotions."
review-57808424,2024-06-11,Assistant Manager,Jio,Jalandhar,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Nothing to like at all ,Work culture is so toxic
review-52183440,2023-11-11,State Material Coordinator,Jio,Patna,1,1.0,1.0,3.0,1.0,2.0,3.0,2.0,"Cashew,almond, resins only which was provided during Diwali gift. ","No increment/ no development in skill/no uplifting/no promotion/no job security.
Nam bade darshan chote."
review-53402268,2023-12-19,General Manager,Jio,Jaipur,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,"Work culture & management vision is a value add / learning beyond anything.
Jio sets the trend for others to replicate / copy. ",Can be.monotonous at times.
review-53749318,2023-12-22,Deputy Manager,Jio,Mumbai,4,4.0,4.0,4.0,3.0,3.0,5.0,5.0,project management learning and operation experience ,salary structure and explore appreciation method n rewards
review-53526258,2023-12-20,Assistant Manager- HR,Jio,Bhubaneswar,5,3.0,5.0,3.0,4.0,2.0,4.0,3.0,"Learning new things, getting verious kind of think like friendly atmosphere, good colleagues, ",Nathing such till now.
review-53751692,2023-12-22,Software Developer,Jio,Bangalore Rural,2,1.0,1.0,1.0,2.0,2.0,4.0,4.0,"on time salary, ownership ","poor salary, poor culture, poor growth, poor management, poor employee benefit"
review-53947706,2023-12-27,Technical Support Engineer,Jio,Noida,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It's a brand n. ,Commitment not complete on time
review-53899184,2023-12-26,HR and Talent Management Manager,Jio,Bhubaneswar,5,3.0,4.0,3.0,3.0,3.0,5.0,3.0,"Job Security 
Speed of work
Technology intervention 
Unimaginable project success ","Culture @ Geography
lack of retention tool
6 days working"
review-54015376,2023-12-29,Area Loss Prevention Lead,Jio,Thrissur,5,3.0,5.0,4.0,5.0,4.0,5.0,4.0,Endless possibilities for learning new things and constant technological advancement - One of the leading in the Industry ,Nothing worth mentioning
review-45740982,2023-07-11,Supply Chain Management Assistant,Jio,New Delhi,3,2.0,4.0,1.0,2.0,5.0,2.0,2.0,My work without disturb ,"Attendance not approved, Not support state office, monopoly, first say do this then deny, if any issue about any point concern other TAS, state support also very poor other TAS have no rule like Amit there Jc take over me from starting day and his transfer where he want. But I always upper rank compare his from starting month review."
review-54015494,2023-12-29,PMO Lead,Jio,Kochi,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,"Good place to work , technologically good company ","Having 6 day week , unable to maintain work life balance"
review-49267994,2023-09-12,Customer Service Delivery Manager,Jio,Ratlam,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Reliance Jio has a most most powerful company . It's my pleasure which is I am part of Reliance Jio. Company working style so nice . Always learning nee skills . I have no word .. Simple and short word reliance jio is best company in India ,Nothing special ..
review-48375404,2023-08-21,Office Work and Computer Operator,Jio,Navi Mumbai,3,2.0,2.0,3.0,2.0,3.0,4.0,3.0,"Jio is the one of the best company,
Jio sim is helpful to villagers and jio offer, unlimited 5g  data  benifits etc.... ","Karnataka me heavy freshers duty,
Every day Port chahiye Airtel 2 jio ,idia 2 jio BSNL 2 jio ,with store visit, salery tho Kam hai, chuty nahi milte , government holiday nahi etc.."
review-58243462,2024-06-25,Warehouse Executive,Jio,Jaipur,4,3.0,4.0,5.0,5.0,4.0,3.0,4.0,Good 👍 ,Dislike button 👎
review-57244570,2024-05-13,Sales Training Manager,Jio,Bhiwani,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yeh I like jio ,No reason
review-57088290,2024-05-05,Marketing Executive,Jio,Karad,5,5.0,5.0,5.0,5.0,5.0,1.0,5.0,Like 👍 ,Yes like 👍
review-57010876,2024-05-01,Sales Manager,Jio,Ghatal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,This company is insensitive is low
review-53747946,2023-12-22,Operations Manager,Jio,Navi Mumbai,5,3.0,5.0,5.0,5.0,3.0,5.0,5.0,Every time we as a employee working on Latest technology & latest equipment. So Job is interested & Challenging. ,Here is issue is with only Increments
review-53402890,2023-12-19,Senior Manager,Jio,Navi Mumbai,3,1.0,5.0,4.0,3.0,2.0,5.0,4.0,Job security and work environment ,Salary is below benchmark as compared to industry standards and appraisal and promotion system is very poor.
review-57727178,2024-06-06,Assistant Manager,Jio,Dhanbad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Month payment ,Out of city
review-51667174,2023-10-27,Deputy Manager,Jio,Pune,2,2.0,2.0,2.0,3.0,3.0,3.0,1.0,Autonomy to work and take decisions ,Sharp attendance monitoring creates problem in efficient working. Every Saturday working is there with no work from home option for any single day.
review-50666844,2023-10-19,Jio Point Manager,Jio,Gonegandla,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It has an amazing work culture and an amazing team I had a great learning with reliance jio and I can tell you that it is truly a digital organization. ,There’s nothing I dislike about the job in particular.
review-50425000,2023-10-03,Freelancer,Jio,Jaipur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am happy with jio network and more offer jio network jio prepaid and postpaid are better service.network everywhere working reliance jio.then everyone person like reliance jio ,I am working reliance jio happy with my team.
review-54030706,2023-12-29,Deputy Manager,Jio,Visakhapatnam,5,4.0,5.0,5.0,5.0,5.0,4.0,4.0,"More secured, Informative, self learn development scope job environment ",PLI and increments are getting but not in the expected time frame
review-54017058,2023-12-29,Vice President,Jio,Navi Mumbai,5,3.0,5.0,4.0,5.0,3.0,4.0,5.0,"Best place to work, as cuture and leaning oppotunity, technology hub ",Few higher managemnet people (not all) dont want middle managemnet to grow
review-52254762,2023-11-15,Deputy Manager,Jio,Kopargaon,3,3.0,3.0,1.0,2.0,2.0,1.0,1.0,"All over company is good for learning, working and self development ","Leaders, Seniors are very cruelly behaves with employee, they humiliated, used abused language"
review-56361886,2024-03-29,Channel Sales Manager,Jio,Akola,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Top company in market and stability ,"Work life balance issue, unlimited work hour"
review-50528888,2023-10-05,Deputy Executive Engineer,Jio,Kannauj,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"IN UP EAST SENIORS ARE POLITICIANS. WHICH PROMOTE AND WORK FOR THERE RELATIVES .
THEY NEVER SUPPORT TO EMPLOYEE. THEY SUPPORT TO HIS WELL KNOWN EMPLOYEE AND RELATIVES. MOST OF TIME THEY MAKE CONSPIRACY TO HOW FIT HIS RELATIVE IN JOBS AND HOW TO TERMINATE OTHERS I FACES THE SAME. THEY TRANSFER, PROMOTE ONLY HIS RELATIVE AND KNOWING PE","COMPANY IS MUCH GOOD BUT PEOPLE AND SENIOR EMPLOYEE MAKING IMAGE OF COMPANY WORST
REQUEST YOU TO SEND THIS FEEDBACK TO RESPECTED AMBANI SIR. NEED MUCH CHANGES IN
UP EAST SPECIALLY IN RF DEPARTMENT"
review-53466468,2023-12-19,FTTX Network and Planning Engineer,Jio,Tarapur,5,4.0,5.0,4.0,4.0,3.0,5.0,5.0,"working enviroment is good
supportive senior
good for learning ",6 day of working.
review-49461720,2023-09-14,Assistant Manager,Jio,Mumbai,3,1.0,2.0,1.0,1.0,3.0,4.0,2.0,Learn a new product and gain knowledge about Internet solutions. ,"Enterprise , Environment culture is very bad no appreciation even after you perform very well. Changes happened in every week about the process that will irritate you. Internal team changes. Lots of changes in working environment. Worst experience"
review-53752722,2023-12-22,General Manager,Jio,Nagpur,5,5.0,2.0,5.0,3.0,3.0,5.0,5.0,"Job security,Work life balance ","Skill developement,learning,restricted work kind of environment."
review-53750812,2023-12-22,Onboarding Lead,Jio,Khordha,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,It is a great company.It try to creat best environment for work. ,Till now no objections.It is good atmosphere
