,review_id,review_datePublished,review_author,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,review_bestRating,review_worstRating,rating_overall,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes,work_details
3423,review-39913949,2023-07-02,Anonymous,Retail Store Manager,Jio,Malappuram,2,,,2,1.0,2.0,2.0,2.0,2.0,3.0,1.0,Salary most likely to get credited timely ,Stress of job is very high,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3424,review-42579574,2023-04-20,Anonymous,Department Manager,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything is good ,Nothing to disclose,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3425,review-31591905,2022-06-02,Anonymous,Assistant Manager,Jio,Navi Mumbai,2,,,2,1.0,1.0,1.0,1.0,2.0,5.0,3.0,It's like govt job ,"No increment, lower than year inflation, no one do own job like to tickling in other vertical more frequently.
Past the work and good English person working here with a lot of internals politics.
Working days 5 but you have to work all 7 days, may be Sunday you get relax but you have to do minimum 2 hour work on Sunday.
Have to work","['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')']"
3426,review-41031665,2023-03-01,Anonymous,Enterprise Sales Officer,Jio,Guntur,5,,,5,5.0,5.0,5.0,5.0,4.0,5.0,4.0,Very good atmosphere in office and customer service ,No,[]
3427,review-36748763,2022-10-18,Anonymous,Deputy Manager Finance Accounts,Jio,Betul,5,,,5,3.0,4.0,4.0,4.0,5.0,5.0,5.0,"I have completed aprox 7 year in company, I have gain more knowledge for 4g and 5g technology and accounting ","I dislike a concall culture at office,","['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
3428,review-42943664,2023-05-04,Anonymous,Onboarding Lead,Jio,Saharanpur,4,,,4,3.0,5.0,4.0,4.0,3.0,5.0,5.0,Overall good in compay culture ,Salary increment is very bad,[]
3429,review-41649995,2023-03-21,Anonymous,Senior Manager,Jio,New Delhi,4,,,4,4.0,4.0,4.0,4.0,4.0,5.0,5.0,Flexibility and Caring of an employee ,Nothing as such,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3430,review-39555449,2023-01-14,Anonymous,Assistant Manager,Jio,Nagpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best' Service & Feedback Customer ,Nathing,"['Work related travel:', '\xa0', 'This is a desk job.']"
3431,review-43977676,2023-05-25,Anonymous,Team Lead,Jio,Vadodara,4,,,4,4.0,3.0,1.0,2.0,4.0,1.0,2.0,Working with high job risk ,Work pressure in sales,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3432,review-41442067,2023-05-15,Anonymous,Assistant Manager,Jio,Surat,5,,,5,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Company culture ,Unclear at the movment,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3433,review-38926693,2023-01-22,Anonymous,Senior Executive,Jio,Bhubaneswar,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work atmosphere ,Nothing to dislike about working at jio,"['Work related travel:', '\xa0', 'This is a desk job.']"
3434,review-38742023,2022-12-26,Anonymous,Home Sales Officer,Jio,Hassan,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Salary is good and this job is helps to my features ,Target is the most important in jio,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3435,review-40668657,2023-02-17,Anonymous,Jio - Centre Manager,Jio,Jalandhar,4,,,4,4.0,2.0,1.0,3.0,4.0,5.0,2.0,Job security ,"Culture, zero work life balance. No time for family.","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3436,review-41595083,2023-03-19,Anonymous,Deputy Manager,Jio,Kolkata,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Over all ok ,No dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
3437,review-42874190,2023-05-01,Anonymous,Field Sales Executive,Jio,Churu,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Failed sels marketing ,Marketing,[]
3438,review-41398419,2023-03-14,Anonymous,Assistant Manager,Jio,Karur,4,,,4,2.0,4.0,5.0,4.0,4.0,5.0,4.0,Good experience ,Feldu work,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'International Travel,\xa0', 'Travel Within City,\xa0', 'Travel Within Country.']"
3439,review-42697764,2023-04-25,Anonymous,Senior Corporate Sales Manager,Jio,Pune,3,,,3,3.0,2.0,3.0,2.0,4.0,3.0,3.0,Likes like ,Dislikes dislike ok,[]
3440,review-41557489,2023-03-18,Anonymous,Senior Executive,Jio,Rangia,5,,,5,1.0,5.0,4.0,4.0,5.0,3.0,5.0,Good ,Nothing to say about,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3441,review-38381573,2022-12-13,Anonymous,Assistant Store Manager,Jio,Pithapuram,3,,,3,3.0,4.0,5.0,3.0,3.0,5.0,3.0,All things are good ,Store level staff not recognised by higher management,"['Work related travel:', '\xa0', 'This is a desk job.']"
3442,review-51567262,2023-10-24,Anonymous,Assistant Manager,Jio,Gurgaon / Gurugram,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Salary on time with incentives ,Team mates bhaviour and work pressure,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
3443,review-39932113,2023-03-29,Anonymous,Senior Executive,Jio,Patiala,4,,,4,3.0,3.0,1.0,3.0,2.0,3.0,1.0,Learned alot in this job ,No balance in personal life,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3444,review-41335991,2023-03-12,Anonymous,Data Engineer,Jio,Navi Mumbai,5,,,5,3.0,4.0,4.0,3.0,3.0,5.0,3.0,Office ,"CTC structure ,less base salary","['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')']"
3445,review-39398473,2023-01-10,Anonymous,Manager,Jio,Hyderabad / Secunderabad,2,,,2,2.0,4.0,1.0,2.0,2.0,2.0,2.0,Nothing ,"F languages bosses, very bad culture, karna hein tho Karo nahin tho job bandh kar","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3446,review-46694724,2023-07-22,Anonymous,Seles Executive,Jio,New Delhi,3,,,3,3.0,3.0,4.0,3.0,3.0,3.0,3.0,Good job and good neture ,Selery no incriminating,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3447,review-39649125,2023-10-23,Anonymous,Assistant Manager,Jio,Navi Mumbai,4,,,4,2.0,5.0,5.0,4.0,2.0,5.0,4.0,It's good. ,"Increment, appraisal and promotions are very less.","['Work related travel:', '\xa0', 'This is a desk job.']"
3448,review-41491715,2023-03-16,Anonymous,Manager,Jio,Mainpuri,5,,,5,5.0,5.0,2.0,5.0,4.0,2.0,5.0,Excellent and ..... ,No comments..........,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
3449,review-35812123,2023-01-31,Anonymous,Fttx  Engineer,Jio,Chandigarh,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Its gives a good oppertunity to grow ourselves in telecom and also give us knowledge about team management ,field work how to handle customers etc ",working hours is not specify,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3450,review-39423647,2023-01-10,Anonymous,Senior Executive - Sales & Marketing,Jio,Arrah,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good ,No good journey for reliance jio,"['Work related travel:', '\xa0', 'This is a desk job.']"
3451,review-41333251,2023-03-11,Anonymous,Home Sales Officer,Jio,Raipur,1,,,1,4.0,4.0,5.0,1.0,2.0,5.0,2.0,His company is chip ,I hát company,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3452,review-41072319,2023-03-02,Anonymous,Enterprise Sales Officer,Jio,Chennai,4,,,4,4.0,4.0,4.0,4.0,5.0,4.0,5.0,Flexible working hours ,6 days working,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3453,review-49557388,2023-09-16,Anonymous,Technical Support Engineer,Jio,Navi Mumbai,3,,,3,3.0,4.0,5.0,3.0,1.0,5.0,2.0,Work life and balance. Training department conduct training regularly ,Not apponting job role as per your education,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3454,review-41432393,2023-03-15,Anonymous,Sales & Service Engineer,Jio,Gorakhpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,A good family ,Something else,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3455,review-38924081,2022-12-30,Anonymous,Profit Center Head,Jio,Chandigarh,5,,,5,4.0,4.0,4.0,4.0,5.0,5.0,4.0,Absolutely Awesome Organization ,Nothing as of now,"['Work related travel:', '\xa0', 'This is a desk job.']"
3456,review-37175919,2022-11-03,Anonymous,Assistant Manager,Jio,Agra,4,,,4,4.0,3.0,4.0,5.0,5.0,5.0,5.0,It's a company which is towards the commitment ,Company is good but the process for the promotion is not upto the mark,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3457,review-42557406,2023-04-19,Anonymous,Area Sales Manager,Jio,Pune,4,,,4,2.0,3.0,3.0,4.0,4.0,4.0,4.0,"Work Culture, salary discipline, brand ",Processes and ratings of employee,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3458,review-32737493,2022-06-23,Anonymous,Manager,Jio,Bangalore / Bengaluru,2,,,2,2.0,3.0,3.0,2.0,1.0,5.0,3.0,Company culture is good team member are so supportive. There is no any hire - fire system. ,"The worst things of this company is, they not focus on employee benifits and requirement of assets. And there is no any fixed rule for salary hike when or how much you got.
And if you join after April then you are not eligible for any hike in next year.","['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3459,review-24358977,2023-02-16,Anonymous,Jio,Jio,Cuttack,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Job in your city ,Work pressure very high,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3460,review-44213946,2023-06-02,Anonymous,Territory Sales Manager,Jio,Gurgaon / Gurugram,2,,,2,3.0,2.0,1.0,1.0,4.0,1.0,2.0,Only package is ok ,Working culture is very bad and no job security,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3461,review-40975061,2023-02-27,Anonymous,Software Engineer,Jio,Bangalore / Bengaluru,3,,,3,1.0,5.0,1.0,3.0,2.0,5.0,5.0,Work Life Balance ,Salary and Employee Benefits,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3462,review-43559182,2023-05-13,Anonymous,Enterprise Sales Officer,Jio,Visakhapatnam,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good benifits ,Not giving good Supporting,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3463,review-42223880,2023-04-08,Anonymous,Deputy Manager,Jio,Navi Mumbai,3,,,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Amazing campus. ,Low increment,"['Work related travel:', '\xa0', 'This is a desk job.']"
3464,review-41253161,2023-03-08,Anonymous,Manager,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good environment to work ,Nothing,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3465,review-42737746,2023-04-26,Anonymous,Electrical Technician,Jio,Mumbai,2,,,2,2.0,3.0,4.0,3.0,2.0,3.0,3.0,Yes but salary sodown ,Salary in 17000per month only,[]
3466,review-43184332,2023-05-07,Anonymous,Assistant Manager Loss Prevention,Jio,Akola,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Gain knowledge of work alot. ,Investigation team needs to get trained more when investigating on any employee rather than assuming third party vendors words.,"['Work related travel:', '\xa0', 'This is a desk job.']"
3467,review-37900843,2022-11-26,Anonymous,Jio Point Manager,Jio,Thodupuzha,4,,,4,3.0,1.0,1.0,1.0,3.0,1.0,1.0,"Nothing to say, its very horrible am being a employee ","Pressure selling, sim sim sim....","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3468,review-27573659,2022-09-05,Anonymous,Assistant Manager,Jio,Kolkata,3,,,3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,Nothing to say ,"So many, no KPI, sales is the heading department. All verticals reports to sales. No promotion for other department except sales. Increment is like peanuts in your hand. Medical Insurance premiums are higher than any other company if you compare with policy value. Increasing premium will be adjusted with your increments and you will get peanuts in your hand.","['Work related travel:', '\xa0', 'This is a desk job.']"
3469,review-40964341,2023-02-26,Anonymous,Jio Point Manager,Jio,Gorakhpur,5,,,5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Company culture is very good ,Appraisal,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3470,review-45818626,2023-07-04,Anonymous,Jio Point Assistant Manager,Jio,Muzaffarnagar,2,,,2,3.0,3.0,1.0,2.0,4.0,3.0,2.0,Employee benefits ,Behaviour and unnecessary pressures,[]
3471,review-35478681,2022-09-06,Anonymous,Senior Software Engineer Testing,Jio,Bangalore / Bengaluru,4,,,4,3.0,5.0,3.0,4.0,5.0,5.0,4.0,"Great technology but the downside can be the casual culture within the organisation which sometimes lead to unstructured way of working. 
They are improving it rapidly now. ",Unstructured culture.,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3472,review-35009509,2022-08-22,Anonymous,Area Manager,Jio,Varanasi,1,,,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,IL Rama Singh just created abusing culture in their circle .due to him many employee left job. Bur non of the HR had taken action against him. ,There is no value of person. Specially IL Rama Singh talk with abusing and make frusted to all employee. All chain is corrupt. No one is satisfied witheir jobs due to some negative person.,"[' ', 'Work timings:\xa0', 'Flexible Timings', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3473,review-41330701,2023-03-11,Anonymous,Territory Sales Incharge (Tsi),Jio,Mumbai,3,,,3,2.0,3.0,3.0,1.0,4.0,3.0,3.0,Serivece better ,Reliance Jio is better,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3474,review-41350351,2023-03-12,Anonymous,HR Business Partner,Jio,Lucknow,1,,,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Worst ,"Timings 
Worst Supervisory guidance","['Work related travel:', '\xa0', 'This is a desk job.']"
3475,review-44927052,2023-06-18,Anonymous,JPM,Jio,Hyderabad / Secunderabad,5,,,5,1.0,5.0,5.0,5.0,5.0,3.0,5.0,"Learning good communication skill
Marketing dovolping skills ",Working stress,[]
3476,review-38534557,2022-12-18,Anonymous,Assistant Manager,Jio,Agra,3,,,3,2.0,2.0,2.0,2.0,4.0,2.0,1.0,salary & benefits ,"work life balance, long hours working culture.","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3477,review-44837820,2023-06-16,Anonymous,Manager,Jio,Chennai,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No single likes . Pathetic work culture & No work life balance ,Pathetic culture & No work life balance. Not even we can Learn & grow to next level.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3478,review-37846035,2022-11-25,Anonymous,Home Sales Officer,Jio,Kolkata,3,,,3,2.0,2.0,2.0,2.0,4.0,2.0,2.0,"Salary,other benefits are average good. ",Company supervisor roles & job timing,"['Work related travel:', '\xa0', 'This is a desk job.']"
3479,review-41301897,2023-03-10,Anonymous,O&M Engineer,Jio,Ludhiana,5,,,5,1.0,5.0,5.0,5.0,1.0,5.0,5.0,New development ,Biased with employes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3480,review-49831550,2023-09-22,Anonymous,Assistant Manager,Jio,Ghansali,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Work from home ,Lots of pressure and wrong word of manager.,[]
3481,review-42797276,2023-04-28,Anonymous,Sales Officer,Jio,Dewas,5,,,5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Sales officer by market ,Marketing sales officer,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')']"
3482,review-41183113,2023-03-06,Anonymous,Jio Point Manager,Jio,Ahmednagar,4,,,4,3.0,5.0,4.0,4.0,4.0,4.0,4.0,To work in team ,Calls,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3483,review-41274721,2023-03-09,Anonymous,Senior Manager,Jio,Kolkata,4,,,4,4.0,4.0,3.0,3.0,4.0,3.0,4.0,Can work like a startup ,Not applicable,"['Work related travel:', '\xa0', 'This is a desk job.']"
3484,review-41154725,2023-03-05,Anonymous,Junior Manager,Jio,Ichchapuram,5,,,5,5.0,5.0,3.0,3.0,5.0,5.0,3.0,In time salary ,Productivity target,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3485,review-41151341,2023-03-04,Anonymous,PMO Consultant,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture is good ,No views,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
3486,review-33880509,2022-07-09,Anonymous,Financial Accountant,Jio,Visakhapatnam,5,,,5,2.0,4.0,4.0,5.0,4.0,3.0,3.0,The best net working in India ,I like jio i am not dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
3487,review-38073751,2022-12-02,Anonymous,Sales Executive,Jio,Kashipur,5,,,5,4.0,4.0,5.0,5.0,5.0,4.0,4.0,As a sales executive is very good and iam growe in this company ,Not anymore,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3488,review-42412320,2023-04-14,Anonymous,Supply Chain Executive,Jio,Madhubani,5,,,5,3.0,2.0,5.0,2.0,2.0,2.0,2.0,Good work ,No dislikes,[]
3489,review-39203553,2023-01-25,Anonymous,Tower Engineer,Jio,Bareilly,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Like working in jio ,No things Any issues,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country,\xa0', 'Travel Within City.']"
3490,review-40390877,2023-02-09,Anonymous,Mobility Sales Lead,Jio,Tanuku,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Happy to work in Reliance Jio ,Nothing to dislike in Jio all are good,[]
3491,review-39104967,2023-01-01,Anonymous,Assistant Manager,Jio,Kolkata,5,,,5,5.0,5.0,5.0,5.0,5.0,3.0,5.0,Very good work culture ,Target base job,"['Work related travel:', '\xa0', 'This is a desk job.']"
3492,review-40950969,2023-03-09,Anonymous,FTTX Network and Planning Engineer,Jio,Anand,4,,,4,2.0,3.0,4.0,3.0,1.0,4.0,3.0,Good infrastructure of office ,Salary,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
3493,review-39224079,2023-01-04,Anonymous,Software Developer,Jio,Bangalore Rural,3,,,3,2.0,3.0,3.0,3.0,3.0,5.0,5.0,Work culture is good here. No hectic schedule ,Here hikes is not much .,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
